键  英文    中文
gamerule.spawnChunkRadius	Spawn chunk radius	出生区块半径
gamerule.spawnChunkRadius.description	Amount of chunks that stay loaded around the overworld spawn position.	主世界出生点周围保持加载的区块数量。
gamerule.spawnRadius	Respawn location radius	重生点半径
gamerule.spawnRadius.description	Controls the size of the area around the spawn point that players can spawn in.	控制适合玩家生成的出生点周围区域大小。
gamerule.spectatorsGenerateChunks	Allow spectators to generate terrain	允许旁观者生成地形
gamerule.tntExplosionDropDecay	In TNT explosions, some blocks won't drop their loot	在TNT爆炸中，一些方块不会掉落战利品
gamerule.tntExplosionDropDecay.description	Some of the drops from blocks destroyed by explosions caused by TNT are lost in the explosion.	在TNT引起的爆炸中，部分被破坏方块的掉落物会被炸毁。
gamerule.universalAnger	Universal anger	无差别愤怒
gamerule.universalAnger.description	Angered neutral mobs attack any nearby player, not just the player that angered them. Works best if forgiveDeadPlayers is disabled.	愤怒的中立生物将攻击附近的所有玩家，而不再限于激怒它们的玩家。禁用“宽恕死亡玩家”可达到最佳效果。
gamerule.waterSourceConversion	Water converts to source	允许流动水转化为水源
gamerule.waterSourceConversion.description	When flowing water is surrounded on two sides by water sources it converts into a source.	流动水在两面与水源相邻时转化为水源。
generator.custom	Custom	自定义
generator.customized	Old Customized	旧版自定义
generator.minecraft.amplified	AMPLIFIED	放大化
generator.minecraft.amplified.info	Notice: Just for fun! Requires a beefy computer.	注意：仅供娱乐！需要强劲的电脑。
generator.minecraft.debug_all_block_states	Debug Mode	调试模式
generator.minecraft.flat	Superflat	超平坦
generator.minecraft.large_biomes	Large Biomes	巨型生物群系
generator.minecraft.normal	Default	默认
generator.minecraft.single_biome_surface	Single Biome	单一生物群系
generator.single_biome_caves	Caves	洞穴
generator.single_biome_floating_islands	Floating Islands	浮岛
gui.abuseReport.comments	Comments	留言
gui.abuseReport.describe	Sharing details will help us make a well-informed decision.	提供详情可以帮助我们更严谨地做出决定。
gui.abuseReport.discard.content	If you leave, you'll lose this report and your comments.\nAre you sure you want to leave?	如果离开，该举报及留言将不会被保留。\n确定要离开吗？
gui.abuseReport.discard.discard	Leave and Discard Report	离开并放弃举报
gui.abuseReport.discard.draft	Save as Draft	保存为草稿
gui.abuseReport.discard.return	Continue Editing	继续编辑
gui.abuseReport.discard.title	Discard report and comments?	放弃举报和留言？
gui.abuseReport.draft.content	Would you like to continue editing the existing report or discard it and create a new one?	继续编辑现有举报还是放弃并新建另一份举报？
gui.abuseReport.draft.discard	Discard	放弃
gui.abuseReport.draft.edit	Continue Editing	继续编辑
gui.abuseReport.draft.quittotitle.content	Would you like to continue editing it or discard it?	继续编辑还是放弃？
gui.abuseReport.draft.quittotitle.title	You have a draft chat report that will be lost if you quit	该聊天举报草稿将在退出时丢失
gui.abuseReport.draft.title	Edit draft chat report?	编辑聊天举报草稿？
gui.abuseReport.error.title	Problem sending your report	发送举报时出现问题
gui.abuseReport.message	Where did you observe the bad behavior?\nThis will help us in researching your case.	你在哪里观察到了不良行为？\n这有助于我们调查你的案例。
gui.abuseReport.more_comments	Please describe what happened:	请描述发生的状况：
gui.abuseReport.name.reporting	"You are reporting ""%s""."	正在举报“%s”。
gui.abuseReport.name.title	Report Player Name	举报玩家名称
gui.abuseReport.observed_what	Why are you reporting this?	你为什么要举报？
gui.abuseReport.read_info	Learn About Reporting	了解举报功能
gui.abuseReport.reason.alcohol_tobacco_drugs	Drugs or alcohol	吸毒或饮酒
gui.abuseReport.reason.alcohol_tobacco_drugs.description	Someone is encouraging others to partake in illegal drug related activities or encouraging underage drinking.	有人教唆他人涉毒或教唆未成年人饮酒。
gui.abuseReport.reason.child_sexual_exploitation_or_abuse	Child sexual exploitation or abuse	对儿童的性剥削或虐待
gui.abuseReport.reason.child_sexual_exploitation_or_abuse.description	Someone is talking about or otherwise promoting indecent behavior involving children.	有人谈论或以其他方式宣扬涉及儿童的不当行为。
gui.abuseReport.reason.defamation_impersonation_false_information	Defamation	诽谤
gui.abuseReport.reason.defamation_impersonation_false_information.description	Someone is damaging your or someone else's reputation, for example sharing false information with the aim to exploit or mislead others.	有人以利用或误导他人为目的，正在损害你或他人的名誉，例如散布虚假信息。
gui.abuseReport.reason.description	Description:	描述：
gui.abuseReport.reason.false_reporting	False Reporting	不实举报
gui.abuseReport.reason.generic	I want to report them	我想举报该玩家
gui.abuseReport.reason.generic.description	I'm annoyed with them / they have done something I do not like.	该玩家使我恼怒或做的事情使我反感。
gui.abuseReport.reason.harassment_or_bullying	Harassment or bullying	骚扰或霸凌
gui.abuseReport.reason.harassment_or_bullying.description	"Someone is shaming, attacking, or bullying you or someone else. This includes when someone is repeatedly trying to contact you or someone else without consent or posting private personal information about you or someone else without consent (""doxing"")."	有人羞辱、攻击、霸凌你或其他人。这包括在未经允许的情况下不断尝试联系你或其他人，或发布你或其他人的隐私信息。
gui.abuseReport.reason.hate_speech	Hate speech	仇恨言论
gui.abuseReport.reason.hate_speech.description	Someone is attacking you or another player based on characteristics of their identity, like religion, race, or sexuality.	有人因身份要素（如宗教信仰、种族或性相关）攻击你或其他玩家。
gui.abuseReport.reason.imminent_harm	Threat of harm to others	威胁伤害他人
gui.abuseReport.reason.imminent_harm.description	Someone is threatening to harm you or someone else in real life.	有人威胁要在现实生活中伤害你或其他人。
gui.abuseReport.reason.narration	%s: %s	%s：%s
gui.abuseReport.reason.non_consensual_intimate_imagery	Non-consensual intimate imagery	未经同意发布私密图像
gui.abuseReport.reason.non_consensual_intimate_imagery.description	Someone is talking about, sharing, or otherwise promoting private and intimate images.	有人谈论、分享私密或亲密的图像，或以其他方式宣扬有关行为。
gui.abuseReport.reason.self_harm_or_suicide	Self-harm or suicide	自残或自杀
gui.abuseReport.reason.self_harm_or_suicide.description	Someone is threatening to harm themselves in real life or talking about harming themselves in real life.	有人威胁要自残或谈论现实生活中的自残行为。
gui.abuseReport.reason.terrorism_or_violent_extremism	Terrorism or violent extremism	恐怖主义或暴力极端主义
gui.abuseReport.reason.terrorism_or_violent_extremism.description	Someone is talking about, promoting, or threatening to commit acts of terrorism or violent extremism for political, religious, ideological, or other reasons.	有人因政治、宗教、意识形态或其他原因，谈论、宣扬、威胁实施恐怖主义或极端暴力行为。
gui.abuseReport.reason.title	Select Report Category	选择举报类型
gui.abuseReport.report_sent_msg	We’ve successfully received your report. Thank you!\n\nOur team will review it as soon as possible.	我们已经成功收到你的举报。非常感谢！\n\n我们的团队将尽快进行审核。
gui.abuseReport.select_reason	Select Report Category	选择举报类型
gui.abuseReport.send	Send Report	发送举报
gui.abuseReport.send.comment_too_long	Please shorten the comment	请缩短留言
gui.abuseReport.send.error_message	An error was returned while sending your report:\n'%s'	发送举报时返回了错误：\n“%s”
gui.abuseReport.send.generic_error	Encountered an unexpected error while sending your report.	发送举报时遇到意外错误。
gui.abuseReport.send.http_error	An unexpected HTTP error occurred while sending your report.	发送举报时发生了意外的HTTP错误。
gui.abuseReport.send.json_error	Encountered malformed payload while sending your report.	发送举报时遇到了格式错误的负载。
gui.abuseReport.send.no_reason	Please select a report category	请选择举报类型
gui.abuseReport.send.service_unavailable	Unable to reach the Abuse Reporting service. Please make sure you are connected to the internet and try again.	无法使用举报服务。请检查是否已联网，然后重试。
gui.abuseReport.sending.title	Sending your report...	发送举报中…
gui.abuseReport.sent.title	Report sent	举报已发送
gui.abuseReport.skin.title	Report Player Skin	举报玩家皮肤
gui.abuseReport.title	Report Player	举报玩家
gui.abuseReport.type.chat	Chat Messages	聊天消息
gui.abuseReport.type.name	Player Name	玩家名称
gui.abuseReport.type.skin	Player Skin	玩家皮肤
gui.acknowledge	Acknowledge	了解
gui.advancements	Advancements	进度
gui.all	All	全部
gui.back	Back	返回
gui.banned.description	%s\n\n%s\n\nLearn more at the following link: %s	%s\n\n%s\n\n点击以下链接了解更多：%s
gui.banned.description.permanent	Your account is permanently banned, which means you can’t play online or join Realms.	你的账户已被永久封禁，无法进行多人游戏或加入Realms。
gui.banned.description.reason	We recently received a report for bad behavior by your account. Our moderators have now reviewed your case and identified it as %s, which goes against the Minecraft Community Standards.	我们最近收到举报称你的账户存在不良行为。我们的监督员已审核你的案件并将其认定为%s，这违反了Minecraft社区准则。
gui.banned.description.reason_id	Code: %s	代码：%s
gui.banned.description.reason_id_message	Code: %s - %s	代码：%s - %s
gui.banned.description.temporary	%s Until then, you can’t play online or join Realms.	%s期限结束前，你无法进行多人游戏或加入Realms。
gui.banned.description.temporary.duration	Your account is temporarily suspended and will be reactivated in %s.	你的账户已被暂时封禁并将于%s后解封。
gui.banned.description.unknownreason	We recently received a report for bad behavior by your account. Our moderators have now reviewed your case and identified that it goes against the Minecraft Community Standards.	我们最近收到举报称你的账户存在不良行为。我们的监督员已审核你的案件并认定你违反了Minecraft社区准则。
gui.banned.name.description	"Your current name - ""%s"" - violates our Community Standards. You can play singleplayer, but will need to change your name to play online.\n\nLearn more or submit a case review at the following link: %s"	你当前的名称（“%s”）违反了我们的社区准则。你可以进行单人游戏，但需要更改名称才能进行在线游戏。\n\n通过以下链接了解更多或提交案件审查：%s
gui.banned.name.title	Name Not Allowed in Multiplayer	多人游戏中不允许使用当前名称
gui.banned.reason.defamation_impersonation_false_information	Impersonation or sharing information to exploit or mislead others	假冒或分享信息以利用或误导他人
gui.banned.reason.drugs	References to illegal drugs	推销非法药品
gui.banned.reason.extreme_violence_or_gore	Depictions of real-life excessive violence or gore	描述现实生活中过度暴力或血腥的场面
gui.banned.reason.false_reporting	Excessive false or inaccurate reports	过多虚假或不实举报
gui.banned.reason.fraud	Fraudulent acquisition or use of content	欺骗性获取或使用内容
gui.banned.reason.generic_violation	Violating Community Standards	违反社区准则
gui.banned.reason.harassment_or_bullying	Abusive language used in a directed, harmful manner	有针对性地、有害地使用辱骂性语言
gui.banned.reason.hate_speech	Hate speech or discrimination	仇恨或歧视言论
gui.banned.reason.hate_terrorism_notorious_figure	References to hate groups, terrorist organizations, or notorious figures	推广仇恨群体、恐怖组织或不法分子
gui.banned.reason.imminent_harm_to_person_or_property	Intent to cause real-life harm to persons or property	意图在现实生活中造成人身或财产伤害
gui.banned.reason.nudity_or_pornography	Displaying lewd or pornographic material	展示淫秽或色情材料
gui.banned.reason.sexually_inappropriate	Topics or content of a sexual nature	性相关话题或内容
gui.banned.reason.spam_or_advertising	Spam or advertising	滥发消息或广告宣传
gui.banned.skin.description	Your current skin violates our Community Standards. You can still play with a default skin, or select a new one.\n\nLearn more or submit a case review at the following link: %s	你当前的皮肤违反了我们的社区准则。你仍然可以使用默认皮肤，或者选择新皮肤进行游戏。\n\n通过以下链接了解更多或提交案件审查：%s
gui.banned.skin.title	Skin Not Allowed	当前皮肤不允许使用
gui.banned.title.permanent	Account permanently banned	账户已被永久封禁
gui.banned.title.temporary	Account temporarily suspended	账户已被暂时封禁
gui.cancel	Cancel	取消
gui.chatReport.comments	Comments	留言
gui.chatReport.describe	Sharing details will help us make a well-informed decision.	提供详情可以帮助我们更严谨地做出决定。
gui.chatReport.discard.content	If you leave, you'll lose this report and your comments.\nAre you sure you want to leave?	如果离开，该举报及留言将不会被保留。\n确定要离开吗？
gui.chatReport.discard.discard	Leave and Discard Report	离开并放弃举报
gui.chatReport.discard.draft	Save as Draft	保存为草稿
gui.chatReport.discard.return	Continue Editing	继续编辑
gui.chatReport.discard.title	Discard report and comments?	放弃举报和留言？
gui.chatReport.draft.content	Would you like to continue editing the existing report or discard it and create a new one?	继续编辑现有举报还是放弃并新建另一份举报？
gui.chatReport.draft.discard	Discard	放弃
gui.chatReport.draft.edit	Continue Editing	继续编辑
gui.chatReport.draft.quittotitle.content	Would you like to continue editing it or discard it?	继续编辑还是放弃？
gui.chatReport.draft.quittotitle.title	You have a draft chat report that will be lost if you quit	你有一份聊天举报草稿将在退出时丢失
gui.chatReport.draft.title	Edit draft chat report?	编辑聊天举报草稿？
gui.chatReport.more_comments	Please describe what happened:	请描述发生的状况：
gui.chatReport.observed_what	Why are you reporting this?	你为什么要举报？
gui.chatReport.read_info	Learn About Reporting	了解举报功能
gui.chatReport.report_sent_msg	We’ve successfully received your report. Thank you!\n\nOur team will review it as soon as possible.	我们已经成功收到你的举报。非常感谢！\n\n我们的团队将尽快进行审核。
gui.chatReport.select_chat	Select Chat Messages to Report	选择要举报的聊天消息
gui.chatReport.select_reason	Select Report Category	选择举报类型
gui.chatReport.selected_chat	%s Chat Message(s) Selected to Report	已选择%s条要举报的聊天消息
gui.chatReport.send	Send Report	发送举报
gui.chatReport.send.comments_too_long	Please shorten the comment	请缩短留言
gui.chatReport.send.no_reason	Please select a report category	请选择举报类型
gui.chatReport.send.no_reported_messages	Please select at least one chat message to report	请选择至少一条要举报的聊天消息
gui.chatReport.send.too_many_messages	Trying to include too many messages in the report	举报中包含的消息过多
gui.chatReport.title	Report Player Chat	举报玩家聊天
gui.chatSelection.context	Messages surrounding this selection will be included to provide additional context	所选消息前后的部分消息将会用于提供额外的辅助信息
gui.chatSelection.fold	%s message(s) hidden	已隐藏%s条消息
gui.chatSelection.heading	%s %s	%s %s
gui.chatSelection.join	%s joined the chat	%s加入了聊天
gui.chatSelection.message.narrate	%s said: %s at %s	%1$s在%3$s说：%2$s
gui.chatSelection.selected	%s/%s message(s) selected	已选中%s条消息，共%s条
gui.chatSelection.title	Select Chat Messages to Report	选择要举报的聊天消息
gui.continue	Continue	继续
gui.copy_link_to_clipboard	Copy Link to Clipboard	复制链接到剪贴板
gui.days	%s day(s)	%s天
gui.done	Done	完成
gui.down	Down	向下
gui.entity_tooltip.type	Type: %s	类型：%s
gui.hours	%s hour(s)	%s小时
gui.loadingMinecraft	Loading Minecraft	正在加载Minecraft
gui.minutes	%s minute(s)	%s分钟
gui.multiLineEditBox.character_limit	%s/%s	%s/%s
gui.narrate.button	%s button	%s按钮
gui.narrate.editBox	%s edit box: %s	%s编辑框：%s
gui.narrate.slider	%s slider	%s滑块
gui.narrate.tab	%s tab	%s标签页
gui.no	No	否
gui.none	None	无
gui.ok	Ok	确定
gui.proceed	Proceed	继续
gui.recipebook.moreRecipes	Right Click for More	右击以获取更多信息
gui.recipebook.page	%s/%s	%s/%s
gui.recipebook.search_hint	Search...	搜索…
gui.recipebook.toggleRecipes.all	Showing All	显示全部
gui.recipebook.toggleRecipes.blastable	Showing Blastable	仅显示可冶炼
gui.recipebook.toggleRecipes.craftable	Showing Craftable	仅显示可合成
gui.recipebook.toggleRecipes.smeltable	Showing Smeltable	仅显示可烧炼
gui.recipebook.toggleRecipes.smokable	Showing Smokable	仅显示可熏制
gui.socialInteractions.blocking_hint	Manage with Microsoft account	使用Microsoft账户管理
gui.socialInteractions.empty_blocked	No blocked players in chat	未屏蔽任何玩家的聊天消息
gui.socialInteractions.empty_hidden	No players hidden in chat	未隐藏任何玩家的聊天消息
gui.socialInteractions.hidden_in_chat	Chat messages from %s will be hidden	%s的聊天消息将会被隐藏
gui.socialInteractions.hide	Hide in Chat	在聊天中隐藏
gui.socialInteractions.narration.hide	Hide messages from %s	隐藏%s发送的消息
gui.socialInteractions.narration.report	Report player %s	举报玩家%s
gui.socialInteractions.narration.show	Show messages from %s	显示%s发送的消息
gui.socialInteractions.report	Report	举报
gui.socialInteractions.search_empty	Couldn't find any players with that name	未找到使用此名称的玩家
gui.socialInteractions.search_hint	Search...	搜索…
gui.socialInteractions.server_label.multiple	%s - %s players	%s - %s名玩家
gui.socialInteractions.server_label.single	%s - %s player	%s - %s名玩家
gui.socialInteractions.show	Show in Chat	在聊天中显示
gui.socialInteractions.shown_in_chat	Chat messages from %s will be shown	%s的聊天消息将会被显示
gui.socialInteractions.status_blocked	Blocked	已屏蔽
gui.socialInteractions.status_blocked_offline	Blocked - Offline	已屏蔽 - 离线
gui.socialInteractions.status_hidden	Hidden	隐藏
gui.socialInteractions.status_hidden_offline	Hidden - Offline	隐藏 - 离线
gui.socialInteractions.status_offline	Offline	离线
gui.socialInteractions.tab_all	All	全部
gui.socialInteractions.tab_blocked	Blocked	已屏蔽
gui.socialInteractions.tab_hidden	Hidden	已隐藏
gui.socialInteractions.title	Social Interactions	社交
gui.socialInteractions.tooltip.hide	Hide messages	隐藏消息
gui.socialInteractions.tooltip.report	Report player	举报玩家
gui.socialInteractions.tooltip.report.disabled	The reporting service is unavailable	举报服务不可用
gui.socialInteractions.tooltip.report.no_messages	No reportable messages from player %s	玩家%s没有可举报的消息
gui.socialInteractions.tooltip.report.not_reportable	This player can't be reported, because their chat messages can't be verified on this server	无法举报该玩家，服务器无法验证其聊天消息。
gui.socialInteractions.tooltip.show	Show messages	显示消息
gui.stats	Statistics	统计信息
gui.togglable_slot	Click to disable slot	点击以禁用槽位
gui.toMenu	Back to Server List	返回到服务器列表
gui.toRealms	Back to Realms List	返回到Realm列表
gui.toTitle	Back to Title Screen	返回到标题屏幕
gui.toWorld	Back to World List	返回到世界列表
gui.up	Up	向上
gui.yes	Yes	是
hanging_sign.edit	Edit Hanging Sign Message	编辑悬挂式告示牌消息
instrument.minecraft.admire_goat_horn	Admire	仰慕
instrument.minecraft.call_goat_horn	Call	呼唤
instrument.minecraft.dream_goat_horn	Dream	想象
instrument.minecraft.feel_goat_horn	Feel	感受
instrument.minecraft.ponder_goat_horn	Ponder	沉思
instrument.minecraft.seek_goat_horn	Seek	寻觅
instrument.minecraft.sing_goat_horn	Sing	歌颂
instrument.minecraft.yearn_goat_horn	Yearn	憧憬
inventory.binSlot	Destroy Item	摧毁物品
inventory.hotbarInfo	Save hotbar with %1$s+%2$s	用%1$s+%2$s来保存快捷栏
inventory.hotbarSaved	Item hotbar saved (restore with %1$s+%2$s)	已保存物品快捷栏（用%1$s+%2$s来加载）
item_modifier.unknown	Unknown item modifier: %s	未知的物品修饰器：%s
item.canBreak	Can break:	能破坏：
item.canPlace	Can be placed on:	可以放在：
item.canUse.unknown	Unknown	未知
item.color	Color: %s	颜色：%s
item.components	%s component(s)	%s个组件
item.disabled	Disabled item	已禁用物品
item.durability	Durability: %s / %s	耐久度：%s / %s
item.dyed	Dyed	已染色
item.minecraft.acacia_boat	Acacia Boat	金合欢木船
item.minecraft.acacia_chest_boat	Acacia Boat with Chest	金合欢木运输船
item.minecraft.allay_spawn_egg	Allay Spawn Egg	悦灵刷怪蛋
item.minecraft.amethyst_shard	Amethyst Shard	紫水晶碎片
item.minecraft.angler_pottery_shard	Angler Pottery Shard	垂钓纹样陶片
item.minecraft.angler_pottery_sherd	Angler Pottery Sherd	垂钓纹样陶片
item.minecraft.apple	Apple	苹果
item.minecraft.archer_pottery_shard	Archer Pottery Shard	弓箭纹样陶片
item.minecraft.archer_pottery_sherd	Archer Pottery Sherd	弓箭纹样陶片
item.minecraft.armadillo_scute	Armadillo Scute	犰狳鳞甲
item.minecraft.armadillo_spawn_egg	Armadillo Spawn Egg	犰狳刷怪蛋
item.minecraft.armor_stand	Armor Stand	盔甲架
item.minecraft.arms_up_pottery_shard	Arms Up Pottery Shard	举臂纹样陶片
item.minecraft.arms_up_pottery_sherd	Arms Up Pottery Sherd	举臂纹样陶片
item.minecraft.arrow	Arrow	箭
item.minecraft.axolotl_bucket	Bucket of Axolotl	美西螈桶
item.minecraft.axolotl_spawn_egg	Axolotl Spawn Egg	美西螈刷怪蛋
item.minecraft.baked_potato	Baked Potato	烤马铃薯
item.minecraft.bamboo_chest_raft	Bamboo Raft with Chest	运输竹筏
item.minecraft.bamboo_raft	Bamboo Raft	竹筏
item.minecraft.bat_spawn_egg	Bat Spawn Egg	蝙蝠刷怪蛋
item.minecraft.bee_spawn_egg	Bee Spawn Egg	蜜蜂刷怪蛋
item.minecraft.beef	Raw Beef	生牛肉
item.minecraft.beetroot	Beetroot	甜菜根
item.minecraft.beetroot_seeds	Beetroot Seeds	甜菜种子
item.minecraft.beetroot_soup	Beetroot Soup	甜菜汤
item.minecraft.birch_boat	Birch Boat	白桦木船
item.minecraft.birch_chest_boat	Birch Boat with Chest	白桦木运输船
item.minecraft.black_dye	Black Dye	黑色染料
item.minecraft.blade_pottery_shard	Blade Pottery Shard	利刃纹样陶片
item.minecraft.blade_pottery_sherd	Blade Pottery Sherd	利刃纹样陶片
item.minecraft.blaze_powder	Blaze Powder	烈焰粉
item.minecraft.blaze_rod	Blaze Rod	烈焰棒
item.minecraft.blaze_spawn_egg	Blaze Spawn Egg	烈焰人刷怪蛋
item.minecraft.blue_dye	Blue Dye	蓝色染料
item.minecraft.bogged_spawn_egg	Bogged Spawn Egg	沼骸刷怪蛋
item.minecraft.bolt_armor_trim_smithing_template	Smithing Template	锻造模板
item.minecraft.bone	Bone	骨头
item.minecraft.bone_meal	Bone Meal	骨粉
item.minecraft.book	Book	书
item.minecraft.bow	Bow	弓
item.minecraft.bowl	Bowl	碗
item.minecraft.bread	Bread	面包
item.minecraft.breeze_rod	Breeze Rod	旋风棒
item.minecraft.breeze_spawn_egg	Breeze Spawn Egg	旋风人刷怪蛋
item.minecraft.brewer_pottery_shard	Brewer Pottery Shard	佳酿纹样陶片
item.minecraft.brewer_pottery_sherd	Brewer Pottery Sherd	佳酿纹样陶片
item.minecraft.brewing_stand	Brewing Stand	酿造台
item.minecraft.brick	Brick	红砖
item.minecraft.brown_dye	Brown Dye	棕色染料
item.minecraft.brush	Brush	刷子
item.minecraft.bucket	Bucket	铁桶
item.minecraft.bundle	Bundle	收纳袋
item.minecraft.bundle.fullness	%s/%s	%s/%s
item.minecraft.burn_pottery_shard	Burn Pottery Shard	烈焰纹样陶片
item.minecraft.burn_pottery_sherd	Burn Pottery Sherd	烈焰纹样陶片
item.minecraft.camel_spawn_egg	Camel Spawn Egg	骆驼刷怪蛋
item.minecraft.carrot	Carrot	胡萝卜
item.minecraft.carrot_on_a_stick	Carrot on a Stick	胡萝卜钓竿
item.minecraft.cat_spawn_egg	Cat Spawn Egg	猫刷怪蛋
item.minecraft.cauldron	Cauldron	炼药锅
item.minecraft.cave_spider_spawn_egg	Cave Spider Spawn Egg	洞穴蜘蛛刷怪蛋
item.minecraft.chainmail_boots	Chainmail Boots	锁链靴子
item.minecraft.chainmail_chestplate	Chainmail Chestplate	锁链胸甲
item.minecraft.chainmail_helmet	Chainmail Helmet	锁链头盔
item.minecraft.chainmail_leggings	Chainmail Leggings	锁链护腿
item.minecraft.charcoal	Charcoal	木炭
item.minecraft.cherry_boat	Cherry Boat	樱花木船
item.minecraft.cherry_chest_boat	Cherry Boat with Chest	樱花木运输船
item.minecraft.chest_minecart	Minecart with Chest	运输矿车
item.minecraft.chicken	Raw Chicken	生鸡肉
item.minecraft.chicken_spawn_egg	Chicken Spawn Egg	鸡刷怪蛋
item.minecraft.chorus_fruit	Chorus Fruit	紫颂果
item.minecraft.clay_ball	Clay Ball	黏土球
item.minecraft.clock	Clock	时钟
item.minecraft.coal	Coal	煤炭
item.minecraft.coast_armor_trim_smithing_template	Smithing Template	锻造模板
item.minecraft.cocoa_beans	Cocoa Beans	可可豆
item.minecraft.cod	Raw Cod	生鳕鱼
item.minecraft.cod_bucket	Bucket of Cod	鳕鱼桶
item.minecraft.cod_spawn_egg	Cod Spawn Egg	鳕鱼刷怪蛋
item.minecraft.command_block_minecart	Minecart with Command Block	命令方块矿车
item.minecraft.compass	Compass	指南针
item.minecraft.cooked_beef	Steak	牛排
item.minecraft.cooked_chicken	Cooked Chicken	熟鸡肉
item.minecraft.cooked_cod	Cooked Cod	熟鳕鱼
item.minecraft.cooked_mutton	Cooked Mutton	熟羊肉
item.minecraft.cooked_porkchop	Cooked Porkchop	熟猪排
item.minecraft.cooked_rabbit	Cooked Rabbit	熟兔肉
item.minecraft.cooked_salmon	Cooked Salmon	熟鲑鱼
item.minecraft.cookie	Cookie	曲奇
item.minecraft.copper_ingot	Copper Ingot	铜锭
item.minecraft.cow_spawn_egg	Cow Spawn Egg	牛刷怪蛋
item.minecraft.creeper_banner_pattern	Banner Pattern	旗帜图案
item.minecraft.creeper_banner_pattern.desc	Creeper Charge	苦力怕盾徽
item.minecraft.creeper_spawn_egg	Creeper Spawn Egg	苦力怕刷怪蛋
item.minecraft.crossbow	Crossbow	弩
item.minecraft.crossbow.projectile	Projectile:	弹射物：
item.minecraft.cyan_dye	Cyan Dye	青色染料
item.minecraft.danger_pottery_shard	Danger Pottery Shard	危机纹样陶片
item.minecraft.danger_pottery_sherd	Danger Pottery Sherd	危机纹样陶片
item.minecraft.dark_oak_boat	Dark Oak Boat	深色橡木船
item.minecraft.dark_oak_chest_boat	Dark Oak Boat with Chest	深色橡木运输船
item.minecraft.debug_stick	Debug Stick	调试棒
item.minecraft.debug_stick.empty	%s has no properties	%s不具备属性
item.minecraft.debug_stick.select	"selected ""%s"" (%s)"	已选择“%s”（%s）
item.minecraft.debug_stick.update	"""%s"" to %s"	“%s”设为%s
item.minecraft.diamond	Diamond	钻石
item.minecraft.diamond_axe	Diamond Axe	钻石斧
item.minecraft.diamond_boots	Diamond Boots	钻石靴子
item.minecraft.diamond_chestplate	Diamond Chestplate	钻石胸甲
item.minecraft.diamond_helmet	Diamond Helmet	钻石头盔
item.minecraft.diamond_hoe	Diamond Hoe	钻石锄
item.minecraft.diamond_horse_armor	Diamond Horse Armor	钻石马铠
item.minecraft.diamond_leggings	Diamond Leggings	钻石护腿
item.minecraft.diamond_pickaxe	Diamond Pickaxe	钻石镐
item.minecraft.diamond_shovel	Diamond Shovel	钻石锹
item.minecraft.diamond_sword	Diamond Sword	钻石剑
item.minecraft.disc_fragment_5	Disc Fragment	唱片残片
item.minecraft.disc_fragment_5.desc	Music Disc - 5	音乐唱片 - 5
item.minecraft.dolphin_spawn_egg	Dolphin Spawn Egg	海豚刷怪蛋
item.minecraft.donkey_spawn_egg	Donkey Spawn Egg	驴刷怪蛋
item.minecraft.dragon_breath	Dragon's Breath	龙息
item.minecraft.dried_kelp	Dried Kelp	干海带
item.minecraft.drowned_spawn_egg	Drowned Spawn Egg	溺尸刷怪蛋
item.minecraft.dune_armor_trim_smithing_template	Smithing Template	锻造模板
item.minecraft.echo_shard	Echo Shard	回响碎片
item.minecraft.egg	Egg	鸡蛋
item.minecraft.elder_guardian_spawn_egg	Elder Guardian Spawn Egg	远古守卫者刷怪蛋
item.minecraft.elytra	Elytra	鞘翅
item.minecraft.emerald	Emerald	绿宝石
item.minecraft.enchanted_book	Enchanted Book	附魔书
item.minecraft.enchanted_golden_apple	Enchanted Golden Apple	附魔金苹果
item.minecraft.end_crystal	End Crystal	末地水晶
item.minecraft.ender_dragon_spawn_egg	Ender Dragon Spawn Egg	末影龙刷怪蛋
item.minecraft.ender_eye	Eye of Ender	末影之眼
item.minecraft.ender_pearl	Ender Pearl	末影珍珠
item.minecraft.enderman_spawn_egg	Enderman Spawn Egg	末影人刷怪蛋
item.minecraft.endermite_spawn_egg	Endermite Spawn Egg	末影螨刷怪蛋
item.minecraft.evoker_spawn_egg	Evoker Spawn Egg	唤魔者刷怪蛋
item.minecraft.experience_bottle	Bottle o' Enchanting	附魔之瓶
item.minecraft.explorer_pottery_shard	Explorer Pottery Shard	探险纹样陶片
item.minecraft.explorer_pottery_sherd	Explorer Pottery Sherd	探险纹样陶片
item.minecraft.eye_armor_trim_smithing_template	Smithing Template	锻造模板
item.minecraft.feather	Feather	羽毛
item.minecraft.fermented_spider_eye	Fermented Spider Eye	发酵蛛眼
item.minecraft.filled_map	Map	地图
item.minecraft.fire_charge	Fire Charge	火焰弹
item.minecraft.firework_rocket	Firework Rocket	烟花火箭
item.minecraft.firework_rocket.flight	Flight Duration:	飞行时间：
item.minecraft.firework_star	Firework Star	烟火之星
item.minecraft.firework_star.black	Black	黑色
item.minecraft.firework_star.blue	Blue	蓝色
item.minecraft.firework_star.brown	Brown	棕色
item.minecraft.firework_star.custom_color	Custom	自定义
item.minecraft.firework_star.cyan	Cyan	青色
item.minecraft.firework_star.fade_to	Fade to	淡化至
